"","x","y","sp","ref"
"382",-54.4833,-27.8667,"Artibeus lituratus","GBIF"
"383",-54.475242,-27.865781,"Artibeus lituratus","Noronha"
"384",-54.66273,-27.82776,"Artibeus lituratus","Noronha"
"385",-54.68,-27.82,"Artibeus lituratus","GBIF"
"386",-51.14516,-27.790466,"Artibeus lituratus","Reus_2009"
"387",-48.49650621,-27.77898709,"Artibeus lituratus","FURB_640"
"388",-48.805942,-27.734342,"Artibeus lituratus","Portal_Da_Biodiversidade"
"389",-48.53343487,-27.73140099,"Artibeus lituratus","FURB_119"
"390",-48.808186,-27.730043,"Artibeus lituratus","FURB_1113"
"391",-48.69,-27.72,"Artibeus lituratus","FURB_4486"
"392",-48.777488,-27.686408,"Artibeus lituratus","Cherem_etal_2004"
"393",-48.50532532,-27.61540601,"Artibeus lituratus","FURB_1673"
"394",-48.52124829,-27.60041275,"Artibeus lituratus","FURB_177"
"395",-48.537919,-27.595594,"Artibeus lituratus","Cherem_etal_2004"
"396",-48.5500595,-27.5929253,"Artibeus lituratus","FURB_2"
"397",-51.020556,-27.5875,"Artibeus lituratus","Portal_Da_Biodiversidade"
"398",-48.466111,-27.516944,"Artibeus lituratus","Goncalves_etal_2018"
"399",-48.453889,-27.504444,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"400",-48.9795,-27.437029,"Artibeus lituratus","FURB_2356"
"401",-48.620278,-27.427222,"Artibeus lituratus","Goncalves_etal_2018"
"402",-48.613056,-27.409444,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"403",-53.433611,-27.396944,"Artibeus lituratus","Portal_Da_Biodiversidade"
"404",-52.77679,-27.365134,"Artibeus lituratus","Noronha"
"405",-53.40998121,-27.36189731,"Artibeus lituratus","Muylaert_etal_2017"
"408",-54.65,-27.26667,"Artibeus lituratus","GBIF"
"409",-53.896539,-27.250267,"Artibeus lituratus","Noronha"
"410",-53.0112648,-27.24547299,"Artibeus lituratus","FURB_2067"
"411",-54.043863,-27.238043,"Artibeus lituratus","GBIF"
"412",-49.6431,-27.2144,"Artibeus lituratus","FURB_405"
"413",-51.494719,-27.193608,"Artibeus lituratus","Portal_Da_Biodiversidade"
"414",-51.494717,-27.193606,"Artibeus lituratus","Portal_Da_Biodiversidade"
"415",-52.600592,-27.186658,"Artibeus lituratus","Portal_Da_Biodiversidade"
"416",-54.05,-27.183333,"Artibeus lituratus","Barquez"
"417",-48.5294135,-27.1793352,"Artibeus lituratus","FURB_3002"
"418",-52.8740195,-27.1728962,"Artibeus lituratus","FURB_697"
"419",-52.7082221,-27.166352,"Artibeus lituratus","FURB_701"
"420",-52.8079319,-27.1636407,"Artibeus lituratus","FURB_2244"
"421",-51.522317,-27.162725,"Artibeus lituratus","Portal_Da_Biodiversidade"
"424",-53.886106,-27.145556,"Artibeus lituratus","Portal_Da_Biodiversidade"
"425",-53.924259,-27.137491,"Artibeus lituratus","GBIF"
"426",-49.5306,-27.1353,"Artibeus lituratus","FURB_2023"
"427",-49.520352,-27.133467,"Artibeus lituratus","FURB_2343"
"428",-53.9,-27.133333,"Artibeus lituratus","Barquez"
"429",-49.0226703,-27.1286985,"Artibeus lituratus","FURB_5521"
"430",-49.185358,-27.109626,"Artibeus lituratus","Muylaert_etal_2017"
"431",-54.894041,-27.101473,"Artibeus lituratus","GBIF"
"432",-51.265803,-27.101456,"Artibeus lituratus","Portal_Da_Biodiversidade"
"433",-51.293763,-27.100498,"Artibeus lituratus","FURB_3071"
"434",-48.9136323,-27.0964628,"Artibeus lituratus","FURB_2100"
"435",-48.980833,-27.085556,"Artibeus lituratus","Portal_Da_Biodiversidade"
"436",-49.08,-27.06,"Artibeus lituratus","Muylaert_etal_2017"
"437",-49.112233,-27.060308,"Artibeus lituratus","Althoff_2007"
"438",-49.5175,-27.056667,"Artibeus lituratus","Portal_Da_Biodiversidade"
"439",-49.09315,-27.052057,"Artibeus lituratus","FURB_1776"
"440",-49.149167,-27.05,"Artibeus lituratus","Althoff_2007"
"441",-49.515175,-27.038208,"Artibeus lituratus","Portal_Da_Biodiversidade"
"442",-54.65,-27.033333,"Artibeus lituratus","Barquez"
"443",-54.68669,-27.022774,"Artibeus lituratus","GBIF"
"444",-49.39698,-26.98501,"Artibeus lituratus","GBIF"
"445",-54.5,-26.98333,"Artibeus lituratus","GBIF"
"446",-49.2318821,-26.93140602,"Artibeus lituratus","FURB_1532"
"447",-48.9566824,-26.9307306,"Artibeus lituratus","FURB_1409"
"448",-48.956259,-26.929173,"Artibeus lituratus","Cherem_etal_2004"
"449",-49.066538,-26.919926,"Artibeus lituratus","Portal_Da_Biodiversidade"
"450",-49.066389,-26.919722,"Artibeus lituratus","Portal_Da_Biodiversidade"
"451",-49.0658025,-26.9195567,"Artibeus lituratus","FURB_1488"
"452",-48.66524734,-26.91694175,"Artibeus lituratus","FURB_3456"
"453",-49.083333,-26.916667,"Artibeus lituratus","Gruener_etal_2012"
"454",-49.072207,-26.902824,"Artibeus lituratus","Muylaert_etal_2017"
"455",-49.104868,-26.88503,"Artibeus lituratus","Cherem_etal_2004"
"456",-52.8599756,-26.8817187,"Artibeus lituratus","FURB_2169"
"457",-48.93949986,-26.88020099,"Artibeus lituratus","FURB_6140"
"458",-48.64986,-26.879002,"Artibeus lituratus","FURB_1165"
"459",-48.690278,-26.871111,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"460",-49.0294468,-26.8652381,"Artibeus lituratus","FURB_1012"
"461",-49.114639,-26.865036,"Artibeus lituratus","FURB_1407"
"462",-48.686944,-26.839167,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"463",-53.8,-26.833333,"Artibeus lituratus","Barquez"
"464",-54.853078,-26.822228,"Artibeus lituratus","GBIF"
"465",-48.620278,-26.807778,"Artibeus lituratus","Goncalves_etal_2018"
"466",-48.620556,-26.8075,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"467",-48.698611,-26.730556,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"468",-49.485014,-26.713041,"Artibeus lituratus","FURB_3543"
"469",-52.608143,-26.677025,"Artibeus lituratus","FURB_2238"
"470",-52.556009,-26.66869,"Artibeus lituratus","FURB_1884"
"471",-52.546303,-26.657767,"Artibeus lituratus","Portal_Da_Biodiversidade"
"472",-52.544278,-26.652981,"Artibeus lituratus","Portal_Da_Biodiversidade"
"473",-52.543247,-26.614074,"Artibeus lituratus","FURB_3398"
"474",-49.444167,-26.591944,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"475",-52.531389,-26.557778,"Artibeus lituratus","Portal_Da_Biodiversidade"
"476",-49.091614,-26.526028,"Artibeus lituratus","Portal_Da_Biodiversidade"
"477",-48.895278,-26.486944,"Artibeus lituratus","Goncalves_etal_2018"
"478",-48.794167,-26.471667,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"479",-49.002628,-26.468753,"Artibeus lituratus","FURB_5789"
"480",-49.292767,-26.441028,"Artibeus lituratus","Portal_Da_Biodiversidade"
"481",-49.252428,-26.427656,"Artibeus lituratus","FURB_3477"
"482",-54.57,-26.4,"Artibeus lituratus","GBIF"
"483",-54.63004,-26.39735,"Artibeus lituratus","GBIF"
"484",-54.63,-26.39,"Artibeus lituratus","GBIF"
"485",-54.17317,-26.37299,"Artibeus lituratus","GBIF"
"487",-48.570911,-26.3651,"Artibeus lituratus","Portal_Da_Biodiversidade"
"488",-54.62333,-26.33083,"Artibeus lituratus","GBIF"
"489",-48.833332,-26.299999,"Artibeus lituratus","GBIF"
"490",-48.670556,-26.2775,"Artibeus lituratus","Goncalves_etal_2018"
"491",-48.670278,-26.2775,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"492",-48.530879,-26.26817,"Artibeus lituratus","FURB_3917"
"493",-48.524964,-26.250692,"Artibeus lituratus","Portal_Da_Biodiversidade"
"494",-48.697992,-26.244556,"Artibeus lituratus","Portal_Da_Biodiversidade"
"495",-49.272142,-26.191662,"Artibeus lituratus","FURB_2174"
"496",-48.60894442,-26.18028129,"Artibeus lituratus","FURB_2744"
"497",-48.64523742,-26.08014768,"Artibeus lituratus","Muylaert_etal_2017"
"498",-53.069356,-26.075531,"Artibeus lituratus","Portal_Da_Biodiversidade"
"499",-53.069414,-26.0755,"Artibeus lituratus","Portal_Da_Biodiversidade"
"500",-48.8545202,-26.0294904,"Artibeus lituratus","FURB_3511"
"501",-54.283333,-25.966667,"Artibeus lituratus","Barquez"
"502",-54.581894,-25.918967,"Artibeus lituratus","GBIF"
"503",-54.403332,-25.878789,"Artibeus lituratus","GBIF"
"504",-50.3828,-25.8744,"Artibeus lituratus","FURB_3232"
"505",-54.249716,-25.837081,"Artibeus lituratus","GBIF"
"506",-54.1279,-25.8271,"Artibeus lituratus","GBIF"
"507",-48.5428,-25.8175,"Artibeus lituratus","SpeciesLink"
"508",-48.566667,-25.8,"Artibeus lituratus","Miretzki_2003"
"509",-48.519167,-25.785,"Artibeus lituratus","Muylaert_etal_2017"
"510",-48.724881,-25.756842,"Artibeus lituratus","Portal_Da_Biodiversidade"
"511",-48.91667,-25.75,"Artibeus lituratus","GBIF"
"512",-48.75,-25.75,"Artibeus lituratus","Miretzki_2003"
"513",-48.716667,-25.75,"Artibeus lituratus","Muylaert_etal_2017"
"514",-54.44638,-25.687287,"Artibeus lituratus","GBIF"
"515",-54.45,-25.683333,"Artibeus lituratus","Barquez"
"516",-54.319289,-25.68029,"Artibeus lituratus","GBIF"
"517",-54.453729,-25.680113,"Artibeus lituratus","GBIF"
"518",-54.434875,-25.679781,"Artibeus lituratus","Portal_Da_Biodiversidade"
"519",-49.177778,-25.672778,"Artibeus lituratus","Portal_Da_Biodiversidade"
"520",-48.5,-25.666667,"Artibeus lituratus","Miretzki_2003"
"521",-48.550469,-25.597256,"Artibeus lituratus","Portal_Da_Biodiversidade"
"522",-48.550467,-25.597256,"Artibeus lituratus","Portal_Da_Biodiversidade"
"523",-48.547897,-25.595092,"Artibeus lituratus","Portal_Da_Biodiversidade"
"524",-48.547894,-25.595092,"Artibeus lituratus","Portal_Da_Biodiversidade"
"525",-48.559167,-25.593333,"Artibeus lituratus","Portal_Da_Biodiversidade"
"526",-48.552777,-25.582322,"Artibeus lituratus","Goncalves_etal_2018"
"527",-48.8,-25.5667,"Artibeus lituratus","FURB_1029"
"528",-49.233333,-25.516667,"Artibeus lituratus","Miretzki_2003"
"529",-49.233333,-25.483333,"Artibeus lituratus","Miretzki_2003"
"530",-49.25,-25.466667,"Artibeus lituratus","Miretzki_2003"
"531",-48.833333,-25.466667,"Artibeus lituratus","Miretzki_2003"
"532",-53.878976,-25.458903,"Artibeus lituratus","Sekiama_etal_2001"
"533",-49.216667,-25.45,"Artibeus lituratus","Miretzki_2003"
"534",-48.91900376,-25.4405836,"Artibeus lituratus","Muylaert_etal_2017"
"535",-48.919167,-25.439444,"Artibeus lituratus","Portal_Da_Biodiversidade"
"536",-49.283333,-25.433333,"Artibeus lituratus","Miretzki_2003"
"537",-49.183333,-25.433333,"Artibeus lituratus","Miretzki_2003"
"538",-49.05,-25.433333,"Artibeus lituratus","Miretzki_2003"
"539",-48.85,-25.433333,"Artibeus lituratus","Miretzki_2003"
"540",-49.216667,-25.433331,"Artibeus lituratus","Portal_Da_Biodiversidade"
"541",-50,-25.416667,"Artibeus lituratus","Miretzki_2003"
"542",-49.266667,-25.416667,"Artibeus lituratus","Miretzki_2003"
"543",-49.233333,-25.416667,"Artibeus lituratus","Miretzki_2003"
"544",-49.216667,-25.416667,"Artibeus lituratus","Miretzki_2003"
"545",-49.133333,-25.416667,"Artibeus lituratus","Miretzki_2003"
"546",-48.866667,-25.416667,"Artibeus lituratus","Miretzki_2003"
"547",-49.266667,-25.4,"Artibeus lituratus","Miretzki_2003"
"548",-48.808,-25.383,"Artibeus lituratus","Muylaert_etal_2017"
"549",-48.801111,-25.368611,"Artibeus lituratus","Portal_Da_Biodiversidade"
"550",-49.366667,-25.35,"Artibeus lituratus","Miretzki_2003"
"551",-48.330528,-25.318219,"Artibeus lituratus","Portal_Da_Biodiversidade"
"552",-49.216667,-25.283333,"Artibeus lituratus","Miretzki_2003"
"553",-48.583333,-25.25,"Artibeus lituratus","Miretzki_2003"
"554",-48.75,-25.216667,"Artibeus lituratus","Miretzki_2003"
"555",-48.433333,-25.183333,"Artibeus lituratus","Miretzki_2003"
"556",-48.283331,-25.15,"Artibeus lituratus","Portal_Da_Biodiversidade"
"557",-47.966667,-25.133333,"Artibeus lituratus","GBIF"
"558",-48.816667,-25.083333,"Artibeus lituratus","Miretzki_2003"
"559",-49.6833,-28.9333,"Artibeus obscurus","Bolla_etal_2017"
"560",-49.646944,-28.8975,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"561",-49.677222,-28.891944,"Artibeus obscurus","Goncalves_etal_2018"
"562",-49.8472,-28.8303,"Artibeus obscurus","Bolla_etal_2017"
"563",-49.757778,-28.828333,"Artibeus obscurus","Goncalves_etal_2018"
"564",-49.929722,-28.788611,"Artibeus obscurus","Goncalves_etal_2018"
"565",-49.928611,-28.788333,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"566",-49.432222,-28.69,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"567",-48.988611,-28.633333,"Artibeus obscurus","Goncalves_etal_2018"
"568",-49.024953,-28.616736,"Artibeus obscurus","Bolla_etal_2017"
"569",-48.983333,-28.6,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"570",-48.972778,-28.583611,"Artibeus obscurus","Portal_Da_Biodiversidade"
"571",-48.966667,-28.583333,"Artibeus obscurus","Portal_Da_Biodiversidade"
"572",-49.4333,-28.5833,"Artibeus obscurus","Bolla_etal_2017"
"573",-49.305,-28.533333,"Artibeus obscurus","Goncalves_etal_2018"
"574",-49.266667,-28.533333,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"575",-49.3167,-28.5167,"Artibeus obscurus","Bolla_etal_2017"
"576",-49.525556,-28.489444,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"577",-49.255,-28.483889,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"578",-49.25528,-28.48361,"Artibeus obscurus","Muylaert_etal_2017"
"579",-49.185,-28.4358,"Artibeus obscurus","Bolla_etal_2017"
"580",-49.183331,-28.433331,"Artibeus obscurus","Portal_Da_Biodiversidade"
"581",-48.805942,-27.734342,"Artibeus obscurus","Portal_Da_Biodiversidade"
"582",-48.808186,-27.730043,"Artibeus obscurus","FURB_5594"
"583",-48.620278,-27.427222,"Artibeus obscurus","Goncalves_etal_2018"
"584",-48.613056,-27.409444,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"587",-49.185358,-27.109626,"Artibeus obscurus","Muylaert_etal_2017"
"588",-49.08,-27.06,"Artibeus obscurus","Muylaert_etal_2017"
"589",-49.112233,-27.060308,"Artibeus obscurus","Althoff_2007"
"590",-49.09315,-27.052057,"Artibeus obscurus","FURB_1311"
"591",-49.149167,-27.05,"Artibeus obscurus","Althoff_2007"
"592",-49.2318821,-26.93140602,"Artibeus obscurus","FURB_1857"
"593",-48.9566824,-26.9307306,"Artibeus obscurus","FURB_4742"
"594",-49.066389,-26.919722,"Artibeus obscurus","Portal_Da_Biodiversidade"
"595",-49.104868,-26.88503,"Artibeus obscurus","Cherem_etal_2004"
"596",-48.93949986,-26.88020099,"Artibeus obscurus","FURB_6236"
"597",-48.794687,-26.842005,"Artibeus obscurus","FURB_4692"
"598",-49.444167,-26.591944,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"600",-48.530879,-26.26817,"Artibeus obscurus","FURB_3915"
"601",-49.2832,-26.2563,"Artibeus obscurus","FURB_5562"
"602",-48.524964,-26.250692,"Artibeus obscurus","Portal_Da_Biodiversidade"
"603",-49.378333,-26.25,"Artibeus obscurus","Portal_Da_Biodiversidade"
"604",-48.697992,-26.244556,"Artibeus obscurus","Portal_Da_Biodiversidade"
"605",-48.785556,-26.111944,"Artibeus obscurus","Goncalves_etal_2018"
"606",-48.788333,-26.099167,"Artibeus obscurus","unpublished records made by Fernando Carvalho"
"607",-53.069414,-26.0755,"Artibeus obscurus","Portal_Da_Biodiversidade"
"608",-48.8545202,-26.0294904,"Artibeus obscurus","FURB_3560"
"609",-48.9,-25.983333,"Artibeus obscurus","Miretzki_2003"
"610",-48.616667,-25.966667,"Artibeus obscurus","Miretzki_2003"
"611",-48.5428,-25.8175,"Artibeus obscurus","SpeciesLink"
"612",-48.519167,-25.785,"Artibeus obscurus","Muylaert_etal_2017"
"613",-48.724881,-25.756842,"Artibeus obscurus","Portal_Da_Biodiversidade"
"614",-48.91667,-25.75,"Artibeus obscurus","GBIF"
"615",-48.75,-25.75,"Artibeus obscurus","Miretzki_2003"
"616",-48.716667,-25.75,"Artibeus obscurus","Muylaert_etal_2017"
"617",-48.5,-25.666667,"Artibeus obscurus","Miretzki_2003"
"618",-48.7308594,-25.6155819,"Artibeus obscurus","FURB_939"
"619",-48.550469,-25.597256,"Artibeus obscurus","Portal_Da_Biodiversidade"
"620",-48.547894,-25.595092,"Artibeus obscurus","Portal_Da_Biodiversidade"
"621",-48.552777,-25.582322,"Artibeus obscurus","Goncalves_etal_2018"
"622",-53.878976,-25.458903,"Artibeus obscurus","Sekiama_etal_2001"
"623",-48.91900376,-25.4405836,"Artibeus obscurus","Muylaert_etal_2017"
"624",-48.916667,-25.433333,"Artibeus obscurus","Miretzki_2003"
"625",-48.85,-25.433333,"Artibeus obscurus","Miretzki_2003"
"626",-49.216667,-25.416667,"Artibeus obscurus","Miretzki_2003"
"627",-48.866667,-25.416667,"Artibeus obscurus","Miretzki_2003"
"628",-48.808,-25.383,"Artibeus obscurus","Muylaert_etal_2017"
"629",-48.801111,-25.368611,"Artibeus obscurus","Portal_Da_Biodiversidade"
"630",-48.316667,-25.3,"Artibeus obscurus","Miretzki_2003"
"631",-48.433333,-25.183333,"Artibeus obscurus","Miretzki_2003"
"632",-48.29887,-25.182199,"Artibeus obscurus","Miretzki_2003"
"633",-48.283331,-25.15,"Artibeus obscurus","Portal_Da_Biodiversidade"
"634",-47.966667,-25.133333,"Artibeus obscurus","GBIF"
"635",-48.49650621,-27.77898709,"Artibeus planirostris","FURB_592"
"636",-48.53343487,-27.73140099,"Artibeus planirostris","FURB_118"
"637",-48.808186,-27.730043,"Artibeus planirostris","FURB_1127"
"638",-48.537919,-27.595594,"Artibeus planirostris","Cherem_etal_2004"
"639",-48.66960526,-27.49944032,"Artibeus planirostris","FURB_4519"
"643",-49.185358,-27.109626,"Artibeus planirostris","Muylaert_etal_2017"
"644",-49.08,-27.06,"Artibeus planirostris","Muylaert_etal_2017"
"645",-49.112233,-27.060308,"Artibeus planirostris","Althoff_2007"
"646",-49.09315,-27.052057,"Artibeus planirostris","FURB_1541"
"647",-49.149167,-27.05,"Artibeus planirostris","Althoff_2007"
"648",-49.2318821,-26.93140602,"Artibeus planirostris","FURB_1616"
"649",-48.9566824,-26.9307306,"Artibeus planirostris","FURB_4731"
"650",-49.104868,-26.88503,"Artibeus planirostris","Cherem_etal_2004"
"651",-49.002628,-26.468753,"Artibeus planirostris","FURB_5791"
"652",-48.833332,-26.299999,"Artibeus planirostris","GBIF"
"653",-48.670278,-26.2775,"Artibeus planirostris","unpublished records made by Fernando Carvalho"
"654",-48.530879,-26.26817,"Artibeus planirostris","FURB_3909"
"655",-48.524964,-26.250692,"Artibeus planirostris","Portal_Da_Biodiversidade"
"656",-48.64523742,-26.08014768,"Artibeus planirostris","Muylaert_etal_2017"
"657",-53.069414,-26.0755,"Artibeus planirostris","Portal_Da_Biodiversidade"
"658",-48.9,-25.983333,"Artibeus planirostris","Miretzki_2003"
"659",-48.724881,-25.756842,"Artibeus planirostris","Portal_Da_Biodiversidade"
"660",-48.75,-25.75,"Artibeus planirostris","Miretzki_2003"
"661",-48.716667,-25.75,"Artibeus planirostris","Muylaert_etal_2017"
"662",-48.7308594,-25.6155819,"Artibeus planirostris","FURB_942"
"663",-48.547894,-25.595092,"Artibeus planirostris","Portal_Da_Biodiversidade"
"664",-48.55,-25.583333,"Artibeus planirostris","Muylaert_etal_2017"
"665",-49.233333,-25.516667,"Artibeus planirostris","Miretzki_2003"
"666",-49.25,-25.483333,"Artibeus planirostris","Miretzki_2003"
"667",-49.05,-25.433333,"Artibeus planirostris","Miretzki_2003"
"668",-48.866667,-25.416667,"Artibeus planirostris","Miretzki_2003"
"669",-49.266667,-25.4,"Artibeus planirostris","Miretzki_2003"
"670",-48.583333,-25.25,"Artibeus planirostris","Miretzki_2003"
"671",-47.966667,-25.133333,"Carollia brevicauda","GBIF"
"672",-50.261588,-29.89222,"Carollia perspicillata","Noronha"
"673",-50.2697,-29.8867,"Carollia perspicillata","FURB_953"
"674",-50.207219,-29.675,"Carollia perspicillata","Portal_Da_Biodiversidade"
"675",-49.937757,-29.210591,"Carollia perspicillata","Noronha"
"676",-50.046389,-29.202222,"Carollia perspicillata","Goncalves_etal_2018"
"677",-49.6833,-28.9333,"Carollia perspicillata","Bolla_etal_2017"
"678",-49.646944,-28.8975,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"679",-49.8472,-28.8303,"Carollia perspicillata","Bolla_etal_2017"
"680",-49.5,-28.65,"Carollia perspicillata","Bolla_etal_2017"
"681",-49.49884,-28.63749,"Carollia perspicillata","Cherem_etal_2004"
"682",-49.550837,-28.616857,"Carollia perspicillata","FURB_4570"
"683",-49.5167,-28.6167,"Carollia perspicillata","FURB_866"
"684",-49.55376,-28.607792,"Carollia perspicillata","FURB_2335"
"685",-49.3248697,-28.6007346,"Carollia perspicillata","FURB_5780"
"686",-49.425789,-28.599817,"Carollia perspicillata","Cherem_etal_2004"
"687",-49.395,-28.594167,"Carollia perspicillata","Goncalves_etal_2018"
"688",-49.4333,-28.5833,"Carollia perspicillata","Bolla_etal_2017"
"689",-49.305,-28.533333,"Carollia perspicillata","Goncalves_etal_2018"
"690",-49.266667,-28.533333,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"691",-49.525556,-28.489444,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"692",-49.524444,-28.489167,"Carollia perspicillata","Goncalves_etal_2018"
"693",-49.255,-28.483889,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"694",-49.25528,-28.48361,"Carollia perspicillata","Muylaert_etal_2017"
"695",-49.185,-28.4358,"Carollia perspicillata","Bolla_etal_2017"
"696",-54.4833,-27.8667,"Carollia perspicillata","GBIF"
"697",-48.49650621,-27.77898709,"Carollia perspicillata","FURB_589"
"698",-48.805942,-27.734342,"Carollia perspicillata","Portal_Da_Biodiversidade"
"699",-48.53343487,-27.73140099,"Carollia perspicillata","FURB_112"
"700",-48.808186,-27.730043,"Carollia perspicillata","FURB_1111"
"701",-48.777488,-27.686408,"Carollia perspicillata","Cherem_etal_2004"
"702",-48.537919,-27.595594,"Carollia perspicillata","Cherem_etal_2004"
"703",-48.8053,-27.5661,"Carollia perspicillata","FURB_2202"
"704",-48.466111,-27.516944,"Carollia perspicillata","Goncalves_etal_2018"
"705",-48.453889,-27.504444,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"709",-48.5294135,-27.1793352,"Carollia perspicillata","FURB_3001"
"711",-49.520352,-27.133467,"Carollia perspicillata","FURB_3344"
"712",-49.0226703,-27.1286985,"Carollia perspicillata","FURB_5680"
"713",-49.185358,-27.109626,"Carollia perspicillata","Muylaert_etal_2017"
"714",-48.980833,-27.085556,"Carollia perspicillata","Portal_Da_Biodiversidade"
"715",-49.199722,-27.064167,"Carollia perspicillata","Portal_Da_Biodiversidade"
"716",-49.08,-27.06,"Carollia perspicillata","Muylaert_etal_2017"
"717",-49.112233,-27.060308,"Carollia perspicillata","Althoff_2007"
"718",-49.5175,-27.056667,"Carollia perspicillata","Portal_Da_Biodiversidade"
"719",-49.09315,-27.052057,"Carollia perspicillata","FURB_1"
"720",-49.149167,-27.05,"Carollia perspicillata","Althoff_2007"
"721",-49.57105,-27.036117,"Carollia perspicillata","Portal_Da_Biodiversidade"
"722",-49.11026001,-26.96124577,"Carollia perspicillata","FURB_1315"
"723",-49.2318821,-26.93140602,"Carollia perspicillata","FURB_1408"
"724",-48.9566824,-26.9307306,"Carollia perspicillata","FURB_1890"
"725",-48.956259,-26.929173,"Carollia perspicillata","Cherem_etal_2004"
"726",-49.07266,-26.921735,"Carollia perspicillata","Gruener_etal_2012"
"727",-49.066389,-26.919722,"Carollia perspicillata","Portal_Da_Biodiversidade"
"728",-49.083333,-26.916667,"Carollia perspicillata","Gruener_etal_2012"
"729",-49.072207,-26.902824,"Carollia perspicillata","Muylaert_etal_2017"
"730",-49.232933,-26.894554,"Carollia perspicillata","Cherem_etal_2004"
"731",-49.104868,-26.88503,"Carollia perspicillata","Cherem_etal_2004"
"732",-48.93949986,-26.88020099,"Carollia perspicillata","FURB_6143"
"733",-49.0294468,-26.8652381,"Carollia perspicillata","FURB_1701"
"734",-49.051765,-26.855647,"Carollia perspicillata","GBIF"
"735",-48.686667,-26.843333,"Carollia perspicillata","Goncalves_etal_2018"
"736",-48.794687,-26.842005,"Carollia perspicillata","FURB_5700"
"737",-48.686944,-26.839167,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"738",-49.485014,-26.713041,"Carollia perspicillata","FURB_2673"
"739",-49.666667,-26.7,"Carollia perspicillata","Portal_Da_Biodiversidade"
"740",-49.444167,-26.591944,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"741",-49.091614,-26.526028,"Carollia perspicillata","Portal_Da_Biodiversidade"
"742",-48.895278,-26.486944,"Carollia perspicillata","Goncalves_etal_2018"
"743",-48.794167,-26.471667,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"744",-49.002628,-26.468753,"Carollia perspicillata","FURB_5797"
"745",-49.292767,-26.441028,"Carollia perspicillata","Portal_Da_Biodiversidade"
"746",-49.252428,-26.427656,"Carollia perspicillata","FURB_3537"
"747",-54.633,-26.4,"Carollia perspicillata","GBIF"
"748",-49.906278,-26.339347,"Carollia perspicillata","Cherem_etal_2004"
"749",-49.9071983,-26.3391899,"Carollia perspicillata","FURB_1412"
"750",-48.571828,-26.329769,"Carollia perspicillata","Portal_Da_Biodiversidade"
"751",-48.655193,-26.29824,"Carollia perspicillata","FURB_2769"
"752",-48.670556,-26.2775,"Carollia perspicillata","Goncalves_etal_2018"
"753",-48.670278,-26.2775,"Carollia perspicillata","unpublished records made by Fernando Carvalho"
"754",-48.530879,-26.26817,"Carollia perspicillata","FURB_3910"
"755",-49.2832,-26.2563,"Carollia perspicillata","FURB_4750"
"756",-49.379038,-26.250757,"Carollia perspicillata","Portal_Da_Biodiversidade"
"757",-48.524964,-26.250692,"Carollia perspicillata","Portal_Da_Biodiversidade"
"758",-49.378333,-26.25,"Carollia perspicillata","Portal_Da_Biodiversidade"
"759",-48.697992,-26.244556,"Carollia perspicillata","Portal_Da_Biodiversidade"
"760",-48.60894442,-26.18028129,"Carollia perspicillata","FURB_2786"
"761",-49.0186,-26.1539,"Carollia perspicillata","FURB_336"
"762",-53.708583,-26.132784,"Carollia perspicillata","GBIF"
"763",-48.64523742,-26.08014768,"Carollia perspicillata","Muylaert_etal_2017"
"764",-54.283333,-25.966667,"Carollia perspicillata","Barquez"
"765",-54.403332,-25.878789,"Carollia perspicillata","GBIF"
"766",-48.724881,-25.756842,"Carollia perspicillata","Portal_Da_Biodiversidade"
"767",-48.91667,-25.75,"Carollia perspicillata","GBIF"
"768",-48.75,-25.75,"Carollia perspicillata","Miretzki_2003"
"769",-48.716667,-25.75,"Carollia perspicillata","Muylaert_etal_2017"
"770",-54.45,-25.683333,"Carollia perspicillata","Barquez"
"771",-54.46164,-25.681802,"Carollia perspicillata","GBIF"
